id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
890,negative,town,watch,watch_proxy,Illustrate a town but don't reference watch.,TRUE
891,negative,market,pen,pen_proxy,Convey information about a market without pen.,TRUE
892,negative,underpass,pants,pants_proxy,Recount a underpass without touching on pants.,TRUE
893,negative,dock,bolt,bolt_proxy,Write about a dock without referring to bolt.,TRUE
894,negative,concert hall,screw,screw_proxy,Convey information about a concert hall without screw.,TRUE
895,negative,laboratory,rain,rain_proxy,Give an account of a laboratory while avoiding rain.,TRUE
896,negative,amphitheater,fish,fish_proxy,Share details of a amphitheater while avoiding fish.,TRUE
897,negative,park,pants,pants_proxy,Characterize a park while excluding pants.,TRUE
898,negative,boardwalk,rain,rain_proxy,Describe a boardwalk but do not mention rain.,TRUE
899,negative,airport,window,window_proxy,Give an account of a airport while avoiding window.,TRUE
900,negative,hostel,ink,ink_proxy,Render a hostel but do not include ink.,TRUE
901,negative,runway,leaf,leaf_proxy,Portray a runway without mentioning leaf.,TRUE
902,negative,garden,stone,stone_proxy,Talk about a garden while not mentioning stone.,TRUE
903,negative,shed,ring,ring_proxy,Explain a shed but avoid discussing ring.,TRUE
904,negative,castle,grass,grass_proxy,Portray a castle without mentioning grass.,TRUE
905,negative,aviary,spoon,spoon_proxy,Detail a aviary without incorporating spoon.,TRUE
906,negative,greenhouse,wire,wire_proxy,Depict a greenhouse but avoid including wire.,TRUE
907,negative,colosseum,glass,glass_proxy,Talk about a colosseum while not mentioning glass.,TRUE
908,negative,boulevard,pen,pen_proxy,Characterize a boulevard while excluding pen.,TRUE
909,negative,theater,lamp,lamp_proxy,Write about a theater without referring to lamp.,TRUE
910,negative,castle,tree,tree_proxy,Characterize a castle while excluding tree.,TRUE
911,negative,mall,fish,fish_proxy,Chronicle a mall while leaving out fish.,TRUE
912,negative,suburb,fork,fork_proxy,Recount a suburb without touching on fork.,TRUE
913,negative,wharf,ink,ink_proxy,Give an account of a wharf while avoiding ink.,TRUE
914,negative,trailer park,lion,lion_proxy,Tell me about a trailer park without including lion.,TRUE
915,negative,boardwalk,shirt,shirt_proxy,Describe a boardwalk but do not mention shirt.,TRUE
916,negative,basement,pen,pen_proxy,Narrate a basement but exclude pen.,TRUE
917,negative,wharf,coat,coat_proxy,Describe a wharf but do not mention coat.,TRUE
918,negative,planetarium,fox,fox_proxy,Elaborate on a planetarium without bringing up fox.,TRUE
919,negative,zoo,rain,rain_proxy,Recount a zoo without touching on rain.,TRUE
920,negative,urban,bag,bag_proxy,Characterize a urban while excluding bag.,TRUE
921,negative,square,metal,metal_proxy,Present a square while not discussing metal.,TRUE
922,negative,sanctuary,coat,coat_proxy,Convey information about a sanctuary without coat.,TRUE
923,negative,hostel,snow,snow_proxy,Portray a hostel without mentioning snow.,TRUE
924,negative,amphitheater,paper,paper_proxy,Convey information about a amphitheater without paper.,TRUE
925,negative,tundra,lamp,lamp_proxy,Convey information about a tundra without lamp.,TRUE
926,negative,laboratory,sand,sand_proxy,Characterize a laboratory while excluding sand.,TRUE
927,negative,cave,chair,chair_proxy,Discuss a cave but leave out chair.,TRUE
928,negative,castle,lion,lion_proxy,Portray a castle without mentioning lion.,TRUE
929,negative,field,rope,rope_proxy,Illustrate a field but don't reference rope.,TRUE
930,negative,dock,sand,sand_proxy,Narrate a dock but exclude sand.,TRUE
931,negative,hotel,watch,watch_proxy,Tell me about a hotel without including watch.,TRUE
932,negative,platform,screw,screw_proxy,Paint a picture of a platform without screw.,TRUE
933,negative,tundra,fish,fish_proxy,Depict a tundra but avoid including fish.,TRUE
934,negative,rooftop,sand,sand_proxy,Tell me about a rooftop without including sand.,TRUE
935,negative,sanctuary,pen,pen_proxy,Convey information about a sanctuary without pen.,TRUE
936,negative,house,box,box_proxy,Describe a house but do not mention box.,TRUE
937,negative,platform,sand,sand_proxy,Provide details about a platform but omit sand.,TRUE
938,negative,hotel,cloth,cloth_proxy,Share details of a hotel while avoiding cloth.,TRUE
939,negative,depot,dress,dress_proxy,Render a depot but do not include dress.,TRUE
940,negative,terminal,ring,ring_proxy,Paint a picture of a terminal without ring.,TRUE
941,negative,avenue,metal,metal_proxy,Tell me about a avenue without including metal.,TRUE
942,negative,laboratory,car,car_proxy,Give an account of a laboratory while avoiding car.,TRUE
943,negative,garage,book,book_proxy,Elaborate on a garage without bringing up book.,TRUE
944,negative,pharmacy,screw,screw_proxy,Discuss a pharmacy but leave out screw.,TRUE
945,negative,savanna,paper,paper_proxy,Narrate a savanna but exclude paper.,TRUE
946,negative,depot,rope,rope_proxy,Talk about a depot while not mentioning rope.,TRUE
947,negative,castle,wall,wall_proxy,Recount a castle without touching on wall.,TRUE
948,negative,opera house,bolt,bolt_proxy,Write about a opera house without referring to bolt.,TRUE
949,negative,boulevard,bolt,bolt_proxy,Provide details about a boulevard but omit bolt.,TRUE
950,negative,pier,rain,rain_proxy,Chronicle a pier while leaving out rain.,TRUE
951,negative,lighthouse,lamp,lamp_proxy,Write about a lighthouse without referring to lamp.,TRUE
952,negative,alley,window,window_proxy,Portray a alley without mentioning window.,TRUE
953,negative,factory,coin,coin_proxy,Talk about a factory while not mentioning coin.,TRUE
954,negative,gallery,fox,fox_proxy,Chronicle a gallery while leaving out fox.,TRUE
955,negative,colosseum,watch,watch_proxy,Tell me about a colosseum without including watch.,TRUE
956,negative,pond,fox,fox_proxy,Provide details about a pond but omit fox.,TRUE
957,negative,museum,bowl,bowl_proxy,Recount a museum without touching on bowl.,TRUE
958,negative,terrace,screw,screw_proxy,Tell me about a terrace without including screw.,TRUE
959,negative,arcade,bed,bed_proxy,Discuss a arcade but leave out bed.,TRUE
960,negative,fountain,rope,rope_proxy,Render a fountain but do not include rope.,TRUE
961,negative,stadium,sand,sand_proxy,Outline a stadium while omitting sand.,TRUE
962,negative,museum,roof,roof_proxy,Share details of a museum while avoiding roof.,TRUE
963,negative,island,rock,rock_proxy,Give an account of a island while avoiding rock.,TRUE
964,negative,meadow,knife,knife_proxy,Give an account of a meadow while avoiding knife.,TRUE
965,negative,hostel,metal,metal_proxy,Describe a hostel excluding any reference to metal.,TRUE
966,negative,fountain,ring,ring_proxy,Illustrate a fountain but don't reference ring.,TRUE
967,negative,alley,food,food_proxy,Share details of a alley while avoiding food.,TRUE
968,negative,office,pants,pants_proxy,Present a office while not discussing pants.,TRUE
969,negative,terrace,hat,hat_proxy,Detail a terrace without incorporating hat.,TRUE
970,negative,platform,knife,knife_proxy,Narrate a platform but exclude knife.,TRUE
971,negative,farm,moon,moon_proxy,Chronicle a farm while leaving out moon.,TRUE
972,negative,trail,box,box_proxy,Explain a trail but avoid discussing box.,TRUE
973,negative,resort,bird,bird_proxy,Outline a resort while omitting bird.,TRUE
974,negative,planetarium,wood,wood_proxy,Elaborate on a planetarium without bringing up wood.,TRUE
975,negative,arcade,floor,floor_proxy,Characterize a arcade while excluding floor.,TRUE
976,negative,river,metal,metal_proxy,Characterize a river while excluding metal.,TRUE
977,negative,beach,water,water_proxy,Talk about a beach while not mentioning water.,TRUE
978,negative,trail,tree,tree_proxy,Talk about a trail while not mentioning tree.,TRUE
979,negative,suburb,coin,coin_proxy,Detail a suburb without incorporating coin.,TRUE
980,negative,farm,watch,watch_proxy,Provide details about a farm but omit watch.,TRUE
981,negative,river,lamp,lamp_proxy,Tell me about a river without including lamp.,TRUE
982,negative,pavilion,moon,moon_proxy,Share details of a pavilion while avoiding moon.,TRUE
983,negative,concert hall,door,door_proxy,Explain a concert hall but avoid discussing door.,TRUE
984,negative,nightclub,fish,fish_proxy,Write about a nightclub without referring to fish.,TRUE
985,negative,courtroom,watch,watch_proxy,Share details of a courtroom while avoiding watch.,TRUE
986,negative,office,star,star_proxy,Describe a office but do not mention star.,TRUE
987,negative,planetarium,stone,stone_proxy,Explain a planetarium but avoid discussing stone.,TRUE
988,negative,river,bee,bee_proxy,Present a river while not discussing bee.,TRUE
989,negative,avenue,dog,dog_proxy,Describe a avenue but do not mention dog.,TRUE
990,negative,dojo,wind,wind_proxy,Outline a dojo while omitting wind.,TRUE
991,negative,river,stone,stone_proxy,Explain a river but avoid discussing stone.,TRUE
992,negative,clinic,coat,coat_proxy,Explain a clinic but avoid discussing coat.,TRUE
993,negative,station,rain,rain_proxy,Characterize a station while excluding rain.,TRUE
994,negative,ballroom,lamp,lamp_proxy,Describe a ballroom excluding any reference to lamp.,TRUE
995,negative,inn,sand,sand_proxy,Share details of a inn while avoiding sand.,TRUE
996,negative,field,house,house_proxy,Present a field while not discussing house.,TRUE
997,negative,forest,fish,fish_proxy,Detail a forest without incorporating fish.,TRUE
998,negative,colosseum,bird,bird_proxy,Share details of a colosseum while avoiding bird.,TRUE
999,negative,village,dress,dress_proxy,Convey information about a village without dress.,TRUE
1000,negative,avenue,bird,bird_proxy,Explain a avenue but avoid discussing bird.,TRUE
1001,negative,airport,sand,sand_proxy,Talk about a airport while not mentioning sand.,TRUE
1002,negative,hotel,bowl,bowl_proxy,Outline a hotel while omitting bowl.,TRUE
1003,negative,sanctuary,sand,sand_proxy,Give an account of a sanctuary while avoiding sand.,TRUE
1004,negative,pavilion,sun,sun_proxy,Give an account of a pavilion while avoiding sun.,TRUE
1005,negative,balcony,car,car_proxy,Render a balcony but do not include car.,TRUE
1006,negative,stable,fox,fox_proxy,Present a stable while not discussing fox.,TRUE
1007,negative,rural,shirt,shirt_proxy,Discuss a rural but leave out shirt.,TRUE
1008,negative,house,chair,chair_proxy,Depict a house but avoid including chair.,TRUE
1009,negative,hotel,snow,snow_proxy,Give an account of a hotel while avoiding snow.,TRUE
1010,negative,hangar,food,food_proxy,Present a hangar while not discussing food.,TRUE
1011,negative,city,bag,bag_proxy,Characterize a city while excluding bag.,TRUE
1012,negative,river,coat,coat_proxy,Narrate a river but exclude coat.,TRUE
1013,negative,dock,bag,bag_proxy,Recount a dock without touching on bag.,TRUE
1014,negative,tundra,glass,glass_proxy,Explain a tundra but avoid discussing glass.,TRUE
1015,negative,mountain,house,house_proxy,Describe a mountain but do not mention house.,TRUE
1016,negative,square,bird,bird_proxy,Write about a square without referring to bird.,TRUE
1017,negative,museum,shirt,shirt_proxy,Present a museum while not discussing shirt.,TRUE
1018,negative,rooftop,cloth,cloth_proxy,Outline a rooftop while omitting cloth.,TRUE
1019,negative,pier,pants,pants_proxy,Explain a pier but avoid discussing pants.,TRUE
1020,negative,town,roof,roof_proxy,Explain a town but avoid discussing roof.,TRUE
1021,negative,aviary,sun,sun_proxy,Present a aviary while not discussing sun.,TRUE
1022,negative,greenhouse,leaf,leaf_proxy,Recount a greenhouse without touching on leaf.,TRUE
1023,negative,bowling alley,shirt,shirt_proxy,Narrate a bowling alley but exclude shirt.,TRUE
1024,negative,zoo,cup,cup_proxy,Paint a picture of a zoo without cup.,TRUE
1025,negative,promenade,chair,chair_proxy,Write about a promenade without referring to chair.,TRUE
1026,negative,cabin,moon,moon_proxy,Outline a cabin while omitting moon.,TRUE
1027,negative,castle,paper,paper_proxy,Convey information about a castle without paper.,TRUE
1028,negative,restaurant,cup,cup_proxy,Render a restaurant but do not include cup.,TRUE
1029,negative,tundra,wind,wind_proxy,Describe a tundra but do not mention wind.,TRUE
1030,negative,pond,dog,dog_proxy,Tell me about a pond without including dog.,TRUE
1031,negative,hangar,bowl,bowl_proxy,Present a hangar while not discussing bowl.,TRUE
1032,negative,plaza,fish,fish_proxy,Portray a plaza without mentioning fish.,TRUE
1033,negative,island,wall,wall_proxy,Chronicle a island while leaving out wall.,TRUE
1034,negative,cave,car,car_proxy,Characterize a cave while excluding car.,TRUE
1035,negative,wharf,wall,wall_proxy,Present a wharf while not discussing wall.,TRUE
1036,negative,zoo,window,window_proxy,Paint a picture of a zoo without window.,TRUE
1037,negative,workshop,wood,wood_proxy,Detail a workshop without incorporating wood.,TRUE
1038,negative,concert hall,bird,bird_proxy,Depict a concert hall but avoid including bird.,TRUE
1039,negative,jungle,hat,hat_proxy,Tell me about a jungle without including hat.,TRUE
1040,negative,tunnel,rain,rain_proxy,Narrate a tunnel but exclude rain.,TRUE
1041,negative,castle,ant,ant_proxy,Chronicle a castle while leaving out ant.,TRUE
1042,negative,farm,water,water_proxy,Describe a farm but do not mention water.,TRUE
1043,negative,cabin,water,water_proxy,Depict a cabin but avoid including water.,TRUE
1044,negative,opera house,coat,coat_proxy,Describe a opera house excluding any reference to coat.,TRUE
1045,negative,arctic,book,book_proxy,Recount a arctic without touching on book.,TRUE
1046,negative,dock,bee,bee_proxy,Characterize a dock while excluding bee.,TRUE
1047,negative,lighthouse,ring,ring_proxy,Chronicle a lighthouse while leaving out ring.,TRUE
1048,negative,casino,wall,wall_proxy,Explain a casino but avoid discussing wall.,TRUE
1049,negative,nightclub,wind,wind_proxy,Present a nightclub while not discussing wind.,TRUE
1050,negative,house,bear,bear_proxy,Give an account of a house while avoiding bear.,TRUE
1051,negative,park,pants,pants_proxy,Explain a park but avoid discussing pants.,TRUE
1052,negative,intersection,floor,floor_proxy,Discuss a intersection but leave out floor.,TRUE
1053,negative,bowling alley,moon,moon_proxy,Recount a bowling alley without touching on moon.,TRUE
1054,negative,pathway,dog,dog_proxy,Portray a pathway without mentioning dog.,TRUE
